Type,BodyPart,Equipment,Level,Cardiovascular_Safe,Title,Desc
Strength,Middle Back,Machine,Beginner,1,Aprovechar la fila alta,La fila alta de la máquina es un ejercicio dirigido a los LAT y trabaja la parte posterior en general.
Strength,Middle Back,Machine,Intermediate,1,Fila baja de la máquina,La fila baja de la máquina es un ejercicio dirigido a los músculos de la espalda.
Strength,Middle Back,Machine,Intermediate,1,Lat de pie desplegable,"El LAT desplegable de pie es una variación de la tracción desplegable LAT realizada junto a una pila de cable en lugar de sentarse en un banco o máquina. Tiene los mismos beneficios de un desplegable LAT realizado en un banco o máquina, además de proporcionar una mayor activación al núcleo y la parte inferior del cuerpo. Si eres demasiado alto para realizar este movimiento, un lat pay-down arrodillado proporciona todos los mismos beneficios."
Strength,Middle Back,Medicine Ball,Intermediate,1,ACFT Medicine Ball Power Power Throw,"El lanzamiento de potencia de la bola de medicina es un ejercicio explosivo dirigido a los abdominales y las caderas. Este ejercicio específico es parte de la nueva prueba de fitness de combate del ejército o ACFT. Se puede realizar para repeticiones más bajas con un enfoque en la potencia o para repeticiones más altas con un enfoque en la pérdida de grasa y el acondicionamiento. Comienza en una posición semi-squat sosteniendo una bola de medicina, que luego se ""recoge"" y se arroja por encima en un movimiento continuo."
Strength,Traps,Bands,Intermediate,1,Banda Sentada Fila,"La banda Sented Row es una alternativa de banda al popular ejercicio de cable y entrena los músculos de la parte superior de la espalda, incluidos los lats (Latissimus dorsi), trampas, romboides y deltoides traseros. También se dirige a los bíceps en menor grado. La fila de la banda puede funcionar bien en una variedad de rangos de representantes, lo que requiere una banda más pesada para los entrenamientos de construcción muscular y de fuerza y ​​una banda más ligera para el trabajo de pérdida de peso y como un movimiento accesorio."
Strength,Traps,Barbell,Intermediate,1,Encogimiento de hombros con barra,"La barra se encoge de hombros es un ejercicio dirigido a las trampas (músculos de trapecio). Es popular en el entrenamiento de la parte superior del cuerpo de la fuerza y ​​la fuerza, y a menudo está entrenado en un día de hombro. Con la ayuda de las correas, se puede cargar fuertemente, pero todavía se realiza para repeticiones moderadas a altas, como 8-10 repeticiones por set."
Strength,Traps,Barbell,Intermediate,1,Barbilla detrás de encogimiento de hombros,"El encogimiento de hombros detrás de la espalda es un ejercicio dirigido a las trampas. Tener la barra detrás de usted ayuda a mantener los hombros tirados hacia arriba y hacia atrás, en lugar de redondearse hacia adelante. Es popular en el entrenamiento de la parte superior del cuerpo de la fuerza y ​​la fuerza, y a menudo está entrenado en un día de hombro. Con la ayuda de las correas, se puede cargar fuertemente, pero todavía se realiza para repeticiones moderadas a altas, como 8-10 repeticiones por set."
Strength,Traps,Barbell,Intermediate,1,Fila invertida de un solo brazo,"La fila invertida de un solo brazo es un ejercicio de peso corporal que se dirige a los músculos de los LAT (Latissimus dorsi) y la parte superior de la espalda, utilizando la barra de la máquina Smith para colgar y tirar. Puede cambiar la altura de la barra para personalizar el nivel de dificultad y el ángulo deseado de la fila."
Strength,Traps,Kettlebells,Intermediate,1,Kettlebell Sumo Deadlift High Pull,"El peso muerto de Kettlebell Sumo es un ejercicio dinámico de pesas rusas que se centra en los músculos de la cadena posterior, incluidos los isquiotibiales, los glúteos, las trampas, los delts traseros y la parte superior de la espalda. Se puede hacer en repeticiones más bajas para la potencia o la fuerza, o las repeticiones más altas para el acondicionamiento y la pérdida de grasa. También puede ser un componente de un entrenamiento de Kettlebell de estilo circuito, ya sea para el tiempo o las repeticiones."
Strength,Traps,Dumbbell,Intermediate,1,Pesas de pie de pie de pie,"El encogimiento de hombros de la mancuerna de pie es un movimiento popular para construir y fortalecer los músculos trapecos. A menudo está entrenado en un día de entrenamiento de hombro o espalda de estilo culturismo, pero también puede funcionar bien en el entrenamiento de cuerpo completo o centrado en la fuerza."
Strength,Traps,Dumbbell,Intermediate,1,Fila vertical de pie de pie,"La fila vertical de mancuernas de pie es un movimiento popular para construir trampas y hombros más fuertes y más grandes. Muchos levantadores combinan este movimiento con su entrenamiento de espalda o hombro, ya que involucra ambas partes del cuerpo. Generalmente se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más."
Strength,Traps,Dumbbell,Intermediate,1,Pilón de mancuernas,"La extracción de mancuernas es un ejercicio popular muscular y construcción de fuerza que se dirige a los músculos del cofre, la parte superior de la espalda, los latones y el serrato anterior. Era uno de los favoritos de los culturistas de la vieja escuela, quienes creían que los petamentadores de alto repetición ayudaron a construir una forma de Taper en el torso."
Strength,Traps,Dumbbell,Intermediate,1,Encogimiento de hombros de pesas de pie - Variación de Gethin,"El encogimiento de hombros de la mancuerna de pie es un movimiento popular para construir y fortalecer los músculos trapecos. Es a menudo entrenado en un día de entrenamiento de hombro o espalda de estilo culturismo, pero también puede funcionar bien en el entrenamiento completo o centrado en la fuerza."
Strength,Traps,Dumbbell,Intermediate,1,Fila de mancuernas de un solo brazo,"La fila de mancuernas de un solo brazo es un ejercicio popular para construir los músculos de la espalda. La mayoría de las veces se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por brazo o más, como parte de una parte superior de la parte superior de la construcción de músculos o la parte centrada en la espalda de un entrenamiento."
Strength,Traps,Cable,Intermediate,1,Cable de barra recta fila vertical,"La fila vertical de la barra recta del cable es un ejercicio de aislamiento para las trampas y los deltoides mediales. Puede que no sea apropiado para todos los levantadores dependiendo de la salud de sus hombros y el historial de lesiones. Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el hombro."
Strength,Traps,Cable,Intermediate,1,Encogimiento de hombros,"El cable de encogimiento de hombros es un ejercicio dirigido a las trampas, así como golpear los hombros y la parte superior de la espalda. Los cables permiten una carga más ligera que es beneficiosa para conjuntos de mayor repetición."
Strength,Traps,Machine,Intermediate,1,Smith Machine encogimiento de hombros,"El encogimiento de hombros de la máquina Smith es un ejercicio de la parte superior del cuerpo dirigido a las trampas (músculos trapecos). Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte del hombro o el entrenamiento centrado en la trampa."
Strength,Traps,Machine,Intermediate,1,Smith Machine detrás del encogimiento de hombros,"El encogimiento de hombros Smith Machine detrás de la espalda es un ejercicio de la parte superior del cuerpo dirigido a las trampas (músculos trapecos). Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte del hombro o el entrenamiento centrado en la trampa."
Strength,Traps,Machine,Intermediate,1,Smith Machine Upright Row,"La fila vertical de la máquina Smith es un ejercicio de la parte superior del cuerpo dirigido a los músculos de las trampas y los hombros. Este movimiento a menudo se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de un entrenamiento de la parte superior del cuerpo o centrado en el hombro."
Strength,Traps,Machine,Intermediate,1,Máquina de baja fila-,"La fila baja de la máquina es un ejercicio popular dirigido a los músculos de la espalda, particularmente los LAT (Latissimus dorsi), los romboides y el trapecio medio y inferior. Las variaciones de la fila de la máquina a menudo se realizan para repeticiones moderadas a altas, como 8-12 repeticiones por conjunto o más, como parte de una parte superior o la parte posterior de un entrenamiento."
Strength,Traps,Machine,Intermediate,1,Smith Machine Single-Arm Showrug,"El encogimiento de hombros de un solo brazo Smith Machine es un ejercicio de la parte superior del cuerpo dirigido a las trampas (músculos de trapecio). Por lo general, se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte del hombro o el entrenamiento centrado en la trampa."
Strength,Quadriceps,Bands,Intermediate,1,S.CRAT de profundidad de una sola pierna,"La sentadilla de profundidad de una sola pierna es un ejercicio dirigido a los músculos de la parte inferior del cuerpo, incluidos los quads, los glúteos y los isquiotibiales. A veces se usa como sustituto de la sentadilla de la pistola, ya que no exige el mismo nivel de flexibilidad para realizar. Por lo general, se realiza para repeticiones bajas a moderadas con un enfoque en la forma y el control adecuados."
Strength,Quadriceps,Bands,Intermediate,1,S.CURABLE DE JUMPO DE BANDA,"El Squat de salto con bandas es una explosiva variación de cuclillas de peso corporal realizada con una banda alrededor de los muslos justo por encima de las rodillas. Esto aumenta la activación muscular en las caderas y los glúteos, mientras que la sentadilla se dirige a los quads, los isquiotibiales y los glúteos. La sentadilla de salto con bandas se puede realizar para repeticiones bajas como un ejercicio centrado en la potencia, o para repeticiones más altas para desarrollar músculo en la parte inferior del cuerpo, desafiar el acondicionamiento y quemar grasa."
Strength,Quadriceps,Bands,Intermediate,1,Supilos divididos de la banda,"La banda Split Squat es un movimiento de banda que se dirige a los quads, los glúteos y los isquiotibiales. Se puede realizar para tiempo o repeticiones, y a menudo se incluye como parte de un entrenamiento de circuito de pérdida de grasa o atletismo. Inclinarse hacia atrás pone más énfasis en los glúteos y los isquiotibiales, mientras que de pie apunta a los quads."
Strength,Quadriceps,Bands,Intermediate,1,Suplicado delantero de la banda,"La banda frontal de la banda es un ejercicio popular para atacar los músculos de la parte inferior del cuerpo, incluidos los cuádriceps, los glúteos y los isquiotibiales. Sostener la banda en la posición acelerada también funciona el núcleo y los músculos de la espalda superior para mantener la postura mientras la parte inferior del cuerpo se mueve. Debido a que la tensión de la banda cambia a medida que se extiende, la resistencia coincide más con la curva de resistencia natural de la sentadilla. Este movimiento generalmente se realiza para repeticiones moderadas a altas, al menos 8-12 repeticiones por conjunto o más. Si este movimiento me duele las rodillas, intente realizarlo con una postura más amplia."
Strength,Quadriceps,Bands,Intermediate,0,Soltar en cuclillas con banda de banda,"La bodega en cuclillas con la banda Pull-Apart es una combinación de la bodega de sentadillas y la banda de la banda. Implica mantener la posición de la sentadilla con los muslos en o debajo del paralelo al suelo mientras realiza una banda Pull-aparar. La banda Pull-Apart es un ejercicio dirigido a los músculos de la parte superior de la espalda, incluidos los trapecos, los delts traseros y los romboides. La banda de mantenimiento de sentadillas Pull-aparte se puede realizar con fines de movilidad o para aumentar el tiempo bajo tensión en los músculos de la parte inferior del cuerpo, incluidos los quads, los glúteos y los isquiotibiales."
Strength,Quadriceps,Bands,Intermediate,1,Tapado en cuclillas con bandas,"El toque de los pies en cuclillas con bandas es una variación con bandas en la clásica sentadilla de peso corporal, pero con un toque lateral para agregar un enfoque adicional a los músculos estabilizadores alrededor de las caderas. Se puede realizar para el tiempo o para los representantes como parte de un calentamiento dinámico para la parte inferior del cuerpo, o en cualquier parte de la parte inferior del cuerpo de un entrenamiento."
Strength,Quadriceps,Bands,Intermediate,1,S.CURA DEL PROBAJO DE LA BAND,La banda sobre la banda sobre la base es un movimiento funcional de cuerpo completo que funciona para desarrollar la fuerza y ​​la estabilidad del cuerpo completo. Es una variación del ejercicio clásico de barra y se puede usar para entrenar la fuerza y ​​la estabilidad del núcleo para el levantamiento de pesas olímpico o el crossfit.
Strength,Quadriceps,Barbell,Intermediate,0,Squat shat plenamente de barra,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell Walking Lunge,"La barra de la barra que camina prueba su capacidad para mantener el equilibrio mientras desafía los quads, los glúteos y los isquiotibiales, así como los músculos centrales. Usar una barra te permite sobrecargar el ejercicio. Se puede realizar para repeticiones moderadas, como 8-15 por set o en todo el gimnasio, o para repeticiones más altas como un desafío de acondicionamiento y fortaleza mental."
Strength,Quadriceps,Barbell,Expert,1,Sentadillas de estrecho,"La sentadilla de propiedad estrecha es un ejercicio que se dirige a la parte inferior del cuerpo con énfasis en los quads. Muchas personas encontrarán que no pueden ir tan profundamente en una sentadilla de posición estrecha como con una sentadilla más amplia, lo cual es normal. La sentadilla de propiedad estrecha se puede realizar para el tiempo o los representantes en cualquier entrenamiento."
Strength,Quadriceps,Barbell,Intermediate,0,Cuclillas de barra,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,1,Squat en cuclillas delantero,"La sentadilla frontal de la barra es un movimiento compuesto que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo. Con la barra repleta delante del cuerpo en los delts anteriores, la sentadilla delantera enfatiza los quads y los glúteos, pero también la fuerza superior de la espalda y el núcleo para permanecer en posición vertical. Las sentadillas delanteras pueden ser entrenadas como una alternativa a las sentadillas traseras, como un movimiento accesorio para sentadillas o peso muerto, o para la fuerza y ​​el músculo por su cuenta. Muchos levantadores y atletas los prefieren a las sentadillas de espalda, aunque al principio pueden ser incómodos y difíciles de aprender."
Strength,Quadriceps,Barbell,Expert,1,Barbell Forward Lunge,"El Lunge de Barbell Forward es un popular ejercicio de la parte inferior del cuerpo dirigido a los quads, los glúteos y los isquiotibiales. El uso de una barra le permite sobrecargar el ejercicio más allá del peso corporal y realizar el movimiento en la fuerza o los rangos de representantes centrados en los músculos. La estocada delantera se puede realizar como parte de un complejo de barra, en un circuito o por sí solo en la parte de la parte inferior del cuerpo de cualquier entrenamiento."
Strength,Quadriceps,Barbell,Intermediate,1,Smith Machine Box Squat,"Smith Machine Box Squat es un ejercicio basado en máquinas que se dirige a los quads, los glúteos y los isquiotibiales. La máquina Smith imita una barra pero proporciona más estabilidad. Este movimiento se puede programar en bajas repeticiones para la fuerza o la potencia o las repeticiones más altas para la resistencia muscular y la fuerza. A menudo se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más, como parte de un entrenamiento de cuerpo completo o de cuerpo inferior."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell,"El paso de Barbell es un gran ejercicio para construir fuerza y ​​potencia de la parte inferior del cuerpo. Se dirige a los mismos músculos que los escalones de peso corporal, como los quads, los glúteos y los isquiotibiales, pero permite una mayor sobrecarga muscular."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell Bulgarian Split Squat,"La sentadilla dividida de Barbell Bulgarian es un ejercicio de una sola pierna dirigida a los quads, los glúteos y los isquiotibiales. Es más fácil sobrecargar con la barra que cuando se usa pesas. Si el equilibrio es un problema, considere usar una máquina Smith o sostener las pesas a su lado."
Strength,Quadriceps,Barbell,Expert,1,Barbell Hack Squat,"Barbell Hack Squat es una variedad de peso muerto realizado con la barra detrás de las piernas. Esto obliga al levantador a una posición de cuerpo similar a una sentadilla y se dirige a los quads y los glúteos. Lleva el nombre del famoso hombre fuerte George Hackenschmidt, quien lo realizó como un ejercicio general de construcción de piernas. La sentadilla de pirateo de Barbell se puede usar como sustituto de la máquina de pirateo de la máquina, o como un movimiento de resistencia y tamaño de la parte inferior del cuerpo por sí solo."
Strength,Quadriceps,Barbell,Intermediate,0,Hackear en cuclillas,"La sentadilla de hack es un ejercicio basado en máquinas que se dirige a los músculos de las piernas, particularmente los cuádriceps. A menudo se usa como accesorio para sentadillas, pero también puede ser el movimiento principal de la parte inferior del cuerpo en un entrenamiento. A menudo se realiza para repeticiones moderadas a altas, como 8-12 repeticiones por set o más."
Strength,Quadriceps,Barbell,Intermediate,1,Proxeneta de barra,"Barbell Thruster es un ejercicio de cuerpo completo que incorpora cuclillas y presionando en un movimiento funcional. Es especialmente común en los entrenamientos contemporáneos de CrossFit, pero también en el entrenamiento de fuerza general. La barra generalmente se limpia en su lugar primero, pero podría realizarse tomada de una rejilla en cuclillas en una posición delantera. El propulsor se puede realizar en rangos de representantes tradicionales centrados en la fuerza para generar resistencia en la prensa, o en repeticiones más altas para acondicionamiento de cuerpo completo."
Strength,Quadriceps,Barbell,Intermediate,1,Squat de espalda de barra,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,1,Zercher sentadillas,"La sentadilla Zercher es un ejercicio de barra en el que la barra se coloca en el pliegue de los codos mientras realiza una sentadilla normal. Este movimiento puede ser incómodo al principio, pero es extremadamente efectivo en la construcción de tamaño y resistencia."
Strength,Quadriceps,Barbell,Intermediate,1,Squat Splat dividida en Barbell Side,"La sentadilla dividida lateral de la barra es una variación de la sentadilla dividida que se dirige a la parte inferior del cuerpo, específicamente a los quads y requiere una buena movilidad de la cadera."
Strength,Quadriceps,Barbell,Intermediate,1,S.CURA DE VELOCIDAD,"La velocidad de velocidad de la barra se dirige a los grupos musculares de la parte inferior del cuerpo que usan pesos más ligeros para realizar sentadillas de ritmo rápido. Las sentadillas de velocidad son populares en ciertas metodologías de entrenamiento de levantamiento de pesas como una forma de grabar la forma y la velocidad de levantamiento que puede transferir a los elevadores máximos. En este enfoque, generalmente se realizan en numerosos conjuntos de 3-5 repeticiones con un descanso adecuado en el medio. Las sentadillas de velocidad también a veces se realizan con bandas o cadenas que agregan resistencia adicional a la mitad superior del elevador."
Strength,Quadriceps,Barbell,Expert,1,Peso muerto de un solo brazo,"El peso muerto lateral de un solo brazo es un ejercicio compuesto que fortalece los glúteos, los quads, los isquiotibiales, la espalda y el núcleo. Tiene más de estabilidad central y componente antirto-rotacional que otras variaciones de peso muerto. El peso muerto lateral generalmente se realiza para repeticiones bajas a moderadas, como 5-8 repeticiones por lado, con un enfoque en la calidad de la postura y el movimiento."
Strength,Quadriceps,Barbell,Intermediate,0,Barbell en cuclillas a un banco,"La barra de espalda a la caja toma un ejercicio compuesto clásico para desarrollar la parte inferior del cuerpo y agrega el elemento de la caja. Los músculos trabajados incluyen los quads, las caderas, los glúteos y los isquiotibiales superiores."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell Lunge inversa,"La estocada inversa de Barbell es un popular ejercicio de la parte inferior del cuerpo dirigido a los quads, los glúteos y los isquiotibiales. El uso de una barra le permite sobrecargar el ejercicio más allá del peso corporal y realizar el movimiento en la fuerza o los rangos de representantes centrados en los músculos. La estocada inversa se puede realizar como parte de un complejo de barra, en un circuito o por sí solo en la parte inferior del cuerpo de cualquier entrenamiento."
Strength,Quadriceps,Barbell,Intermediate,1,Squat de la mancuerna con mancuernas de nivel cercano,"La sentadilla delantera de las pesas de propiedad cerrada es un ejercicio popular para atacar los músculos de la parte inferior del cuerpo, los cuádriceps en particular. Sostener las pesas en la posición acelerada también funciona el núcleo y los músculos de la espalda superior para mantener la postura mientras la parte inferior del cuerpo se mueve. Debido a que la cantidad de peso que puede usar estará limitada por lo que puede limpiar a la posición de la rejilla, este movimiento generalmente se realiza para repeticiones moderadas a altas, al menos 8-12 repeticiones por set o más. Si este movimiento me duele las rodillas, intente realizarlo con una postura más amplia."
Strength,Quadriceps,Barbell,Intermediate,1,Cortina delantera en la espalda en la barra en la espalda,"La sentadilla frontal de la barra a la espalda es un complejo que combina dos movimientos fundamentales de sentadillas con una barra con una prensa intermedia para construir fuerza general, coordinación y resistencia. Este combo golpea todos los músculos en la parte inferior del cuerpo, pero también desafía seriamente la musculatura de la parte superior del cuerpo para controlar y hacer la transición del peso."
Strength,Quadriceps,Barbell,Intermediate,0,Caminar en cuclillas de adelante hacia atrás,"La sentadilla frontal de la barra a la espalda es un complejo que combina dos movimientos fundamentales de sentadillas con una barra con una prensa intermedia para construir fuerza general, coordinación y resistencia. Este combo golpea todos los músculos en la parte inferior del cuerpo, pero también desafía seriamente la musculatura de la parte superior del cuerpo para controlar y hacer la transición del peso."
Strength,Quadriceps,Barbell,Intermediate,0,Squat Squat (culturista),"La sentadilla frontal de la barra es un movimiento compuesto que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo. Con la barra repleta delante del cuerpo en los delts anteriores, la sentadilla delantera enfatiza los quads y los glúteos, pero también la fuerza superior de la espalda y el núcleo para permanecer en posición vertical. Las sentadillas delanteras pueden ser entrenadas como una alternativa a las sentadillas traseras, como un movimiento accesorio para sentadillas o peso muerto, o para la fuerza y ​​el músculo por su cuenta. Muchos levantadores y atletas los prefieren a las sentadillas de espalda, aunque al principio pueden ser incómodos y difíciles de aprender."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell hasta el reverso del reverso,"La estocada inversa de Barbell Back-Down es un ejercicio dirigido a la parte inferior del cuerpo, particularmente los glúteos y los isquiotibiales. El pie delantero está ligeramente elevado durante este movimiento, lo que hace que el paso hacia abajo posterior sea más pronunciado y difícil. Estos generalmente se realizan para el tiempo o para repeticiones relativamente altas, como 10 repeticiones o más por conjunto."
Strength,Quadriceps,Barbell,Intermediate,0,Paul Carter en cuclillas,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,0,Paul Carter Barbell Split Squat,"La sentadilla dividida de Barbell Bulgarian es un ejercicio de un solo cuerpo y cuerpo completo dirigido a los quads, los glúteos y los isquiotibiales. Es más fácil sobrecargar con la barra en lugar de usar pesas."
Strength,Quadriceps,Barbell,Intermediate,0,TBS Sucar,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,0,TBS Barbell Front Squat,"La sentadilla frontal de la barra es un movimiento compuesto que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo. Con la barra repleta delante del cuerpo en los delts anteriores, la sentadilla delantera enfatiza los quads y los glúteos, pero también la fuerza superior de la espalda y el núcleo para permanecer en posición vertical. Las sentadillas delanteras pueden ser entrenadas como una alternativa a las sentadillas traseras, como un movimiento accesorio para sentadillas o peso muerto, o para la fuerza y ​​el músculo por su cuenta. Muchos levantadores y atletas los prefieren a las sentadillas de espalda, aunque al principio pueden ser incómodos y difíciles de aprender."
Strength,Quadriceps,Barbell,Intermediate,0,Squat - Variación de Gethin,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell Lunge - Variación de Gethin,"El Lunge de Barbell Forward es un popular ejercicio de la parte inferior del cuerpo dirigido a los quads, los glúteos y los isquiotibiales. El uso de una barra le permite sobrecargar el ejercicio más allá del peso corporal y realizar el movimiento en la fuerza o los rangos de representantes centrados en los músculos. La estocada delantera se puede realizar como parte de un complejo de barra, en un circuito o por sí solo en la parte de la parte inferior del cuerpo de cualquier entrenamiento."
Strength,Quadriceps,Barbell,Intermediate,0,El peso muerto del estante - Variación de Gethin,"El tirar del estante es una variación del peso muerto realizado desde una altura elevada, ya sea usando cajas, pasadores de seguridad o las seguros en una rejilla. Se dirige a los mismos músculos que el peso muerto, incluidos los glúteos, los isquiotibiales, la parte superior de la espalda, la parte baja de la espalda y el agarre. Se puede usar para fortalecer el bloqueo de peso muerto, pero también como una alternativa de peso muerto para las personas que no pueden pasar el peso muerto del piso sin dolor."
Strength,Quadriceps,Barbell,Intermediate,0,S.CULATA BARACHIN - Variación de Gethin,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,1,Barbell Buenos días - Variación de Gethin,"La barra de los buenos días es un ejercicio que se dirige a los glúteos, a los isquiotibiales y al desarrollo de la parte baja de la espalda. A menudo está entrenado como un movimiento accesorio para el peso muerto, pero también tiene valor por sí solo. A veces se realiza para repeticiones en rangos de representantes tradicionales centrados en la fuerza, como 5-8 repeticiones por set, pero debido al riesgo que se plantea en la espalda baja, rara vez se trata como un elevador de repente único máximo."
Strength,Quadriceps,Barbell,Intermediate,0,Estoy en cuclillas de barra,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
Strength,Quadriceps,Barbell,Intermediate,0,En cuclillas,"La sentadilla de Barbell Back es un movimiento compuesto popular que enfatiza la construcción de los grupos musculares de la parte inferior del cuerpo y la fuerza general. Es la forma clásica de comenzar un día de piernas, y es una pieza central digna de un programa de entrenamiento de la parte inferior del cuerpo. La sentadilla es un ascensor competitivo en el deporte del levantamiento de pesas, pero también es una medición clásica de la fuerza de la parte inferior del cuerpo. Con la barra acumulada en las trampas o la parte superior de la espalda, el énfasis se pone en la cadena posterior, pero todo el cuerpo se trabaja. La sentadilla trasera se puede entrenar en todo, desde singles pesados ​​hasta conjuntos de 20 repeticiones o más."
